path_idx,excess_kurt
642,5.557925
643,6.250885
644,5.627938
645,7.399889
646,22.863040
647,4.616432
648,3.202767
649,3.862561
650,3.698258
651,5.001771
652,6.227988
653,5.069594
654,4.188599
655,5.178035
656,9.621641
657,22.549423
658,5.551201
659,6.438547
660,5.382668
661,10.299928
662,4.262106
663,16.640930
664,5.988585
665,7.079293
666,6.286302
667,4.115330
668,6.916156
669,8.296437
670,3.315824
671,6.222870
672,7.249262
673,4.198119
674,8.942015
675,3.933789
676,6.408080
677,10.117482
678,60.089244
679,11.967501
680,6.298613
681,7.225050
682,4.315609
683,6.838275
684,3.676234
685,4.848528
686,6.522233
687,6.976806
688,12.256783
689,8.705245
690,8.169182
691,4.904270
692,20.400680
693,17.981819
694,4.105793
695,5.478196
696,6.274428
697,6.500239
698,5.730389
699,4.637963
700,3.455570
701,4.224658
702,6.593368
703,6.347151
704,27.323523
705,7.923015
706,4.177388
707,4.699233
708,8.140236
709,4.694945
710,4.747381
711,4.937049
712,4.765949
713,13.745992
714,5.174076
715,4.891765
716,5.995160
717,3.459907
718,5.688872
719,4.375106
720,9.149398
721,4.034124
722,8.122217
723,4.767295
724,6.132886
725,5.138996
726,11.466178
727,30.929576
728,7.614523
729,7.309921
730,6.753392
731,5.224062
732,4.024254
733,8.883441
734,3.997574
735,5.024694
736,7.743361
737,3.803718
738,4.938005
739,4.580696
740,6.428184
741,4.619476
742,6.056824
743,4.043259
744,5.863041
745,7.297237
746,4.707678
747,6.501963
748,4.352291
749,5.092227
750,4.404317
751,5.115025
752,8.239375
753,4.519413
754,6.194566
755,11.143557
756,3.923502
757,5.951301
758,7.878607
759,7.781270
760,4.142938
761,5.793438
762,4.093480
763,4.264091
764,5.398068
765,6.301565
766,12.040690
767,8.632603
768,10.162392
769,24.391530
770,4.851395
771,11.382427
772,5.174342
773,4.950888
774,13.587767
775,5.291486
776,5.917146
777,3.700787
778,6.675505
779,7.691945
780,5.615742
781,5.952831
782,6.069499
783,5.390509
784,7.316748
785,3.869958
786,4.853832
787,8.067804
788,4.994222
789,3.861490
790,8.748522
791,7.950279
792,5.855276
793,16.604729
794,4.872238
795,6.171597
796,8.338423
797,5.682269
798,9.366042
799,9.708341
800,3.691682
801,4.907146
802,14.796776
803,5.386385
804,4.620148
805,4.084512
806,12.333939
807,6.879210
808,5.787088
809,3.909350
810,3.788605
811,10.545820
812,3.769262
813,4.790003
814,4.564622
815,3.668510
816,3.936981
817,3.780462
818,21.908530
819,5.716948
820,5.338653
821,8.073536
822,19.127718
823,13.907811
824,3.796116
825,5.801701
826,5.438036
827,6.559299
828,8.739838
829,3.551206
830,8.968503
831,6.049777
832,10.135140
833,10.811756
834,8.294362
835,12.074201
836,4.257930
837,7.298935
838,7.081850
839,4.597813
840,5.855760
841,3.824547
842,4.250018
843,3.522713
844,5.183662
845,5.384265
846,14.436828
847,7.790113
848,5.786542
849,14.019369
850,4.145087
851,4.293739
852,3.926559
853,13.094991
854,8.259137
855,7.258188
856,5.993870
857,4.709625
858,5.506427
859,4.325585
860,7.090633
861,6.208679
862,4.350893
863,6.599576
864,6.886987
865,18.024647
866,4.305670
867,64.827323
868,4.113504
869,4.109280
870,17.788269
871,5.763268
872,5.668660
873,5.265435
874,13.552908
875,6.941403
876,4.972629
877,7.433711
878,5.707387
879,6.264108
880,4.003243
881,3.531804
882,3.184046
883,5.706413
884,4.911455
885,5.855490
886,7.018434
887,4.061159
888,6.802117
889,6.860600
890,35.748422
891,8.748936
892,5.566378
893,5.967974
894,9.330430
895,4.064560
896,6.388015
897,5.915324
898,3.729709
899,11.264843
900,9.798787
901,5.124965
902,3.876445
903,5.953144
904,4.915864
905,6.628710
906,7.551228
907,6.320830
908,9.790709
909,6.514640
910,7.697568
911,5.326106
912,7.646858
913,8.963076
914,7.591180
915,5.686308
916,4.943408
917,7.764567
918,5.021576
919,3.502259
920,4.563924
921,12.602531
922,4.248763
923,3.304751
924,7.463706
925,4.063356
926,5.184024
927,8.185390
928,4.225349
929,6.593028
930,6.883950
931,232.720913
932,5.040468
933,9.146910
934,4.365738
935,5.623582
936,5.023291
937,3.866411
938,5.344273
939,22.254117
940,3.082254
941,5.043688
942,7.723798
943,6.817356
944,27.781403
945,7.324257
946,6.964212
947,9.153898
948,22.703937
949,4.138205
950,3.324207
951,3.131919
952,6.403587
953,5.892127
954,5.110399
955,8.011177
956,12.343364
957,5.759188
958,4.777116
959,7.553111
960,4.523900
961,5.627175
962,7.511300
963,5.475713
964,4.948644
965,13.291825
966,3.041531
967,6.098071
968,6.026638
969,6.483703
970,28.852159
971,7.559454
972,8.077303
973,8.792389
974,30.302410
975,5.763672
976,6.559247
977,6.484329
978,5.863363
979,3.580877
980,6.115653
981,7.630695
982,4.091754
983,3.171288
984,5.465947
985,20.618685
986,5.661314
987,6.195720
988,9.477946
989,6.259087
990,7.995319
991,3.488095
992,4.700699
993,4.801202
994,6.049404
995,5.239165
996,2.501924
997,5.414197
998,4.859144
999,4.040065
1000,16.677457
