path_idx,excess_kurt
510,16.164847
511,13.390201
512,19.858127
513,11.433391
514,12.008395
515,10.707873
516,19.174731
517,6.231670
518,2.818721
519,7.338295
520,37.282032
521,9.576903
522,14.454210
523,26.655186
524,96.057080
525,5.769857
526,40.019779
527,27.939953
528,78.741269
529,5.554685
530,6.198109
531,8.778168
532,8.246183
533,57.520689
534,4.188995
535,5.425181
536,5.720243
537,12.872745
538,7.075975
539,9.085646
540,19.758668
541,3.891343
542,19.016890
543,77.399120
544,9.451146
545,4.852415
546,10.300916
547,8.847298
548,7.344194
549,5.544645
550,209.585361
551,2.528927
552,7.747107
553,17.082330
554,11.809706
555,9.139660
556,7.318021
557,32.943703
558,4.608620
559,4.923917
560,18.065165
561,5.055642
562,100.345533
563,9.535612
564,17.180461
565,40.519020
566,11.636922
567,8.882579
568,4.718300
569,4.135892
570,13.307693
571,7.127606
572,55.498230
573,5.636650
574,17.151985
575,62.124469
576,3.554507
577,14.619605
578,6.333457
579,3.610667
580,12.932790
581,13.564280
582,5.875116
583,4.183569
584,11.704707
585,19.657336
586,103.405194
587,8.785446
588,6.722126
589,8.302377
590,5.520263
591,10.404379
592,11.197058
593,17.067716
594,19.760818
595,6.197715
596,6.222733
597,8.943685
598,4.993885
599,4.583388
600,3.582964
601,34.485924
602,14.791723
603,8.838529
604,3.751225
605,10.917600
606,5.764975
607,7.474247
608,47.586283
609,20.638366
610,6.022682
611,4.343139
612,10.281096
613,9.625870
614,9.957188
615,6.041408
616,9.916897
617,11.792396
618,41.414370
619,13.717905
620,55.035513
621,4.449785
622,14.710024
623,5.077025
624,14.678653
625,6.353439
626,91.294748
627,3.643972
628,12.072736
629,5.716855
630,7.163265
631,7.328742
632,8.062632
633,11.858289
634,3.647190
635,5.269833
636,4.135830
637,24.564857
638,35.005235
639,9.326649
640,5.711664
641,6.816716
642,8.676254
643,6.892287
644,13.274034
645,5.528859
646,11.189779
647,8.254454
648,16.223868
649,6.308827
650,12.364657
651,18.699887
652,22.823994
653,4.848994
654,4.527771
655,21.631885
656,9.589680
657,52.463176
658,4.437081
659,7.827106
660,10.851940
661,606.981418
662,3.789701
663,10.482048
664,34.053380
665,5.487013
666,3.424834
667,3.920955
668,9.675745
669,3.340858
670,8.029683
671,25.102008
672,7.251571
673,7.621139
674,6.043317
675,8.886797
676,6.152030
677,4.138183
678,20.696799
679,12.692708
680,5.707709
681,5.987806
682,3.960560
683,383.882083
684,12.855616
685,9.727213
686,6.958747
687,4.324103
688,5.243917
689,6.276161
690,6.543418
691,12.554622
692,3.782150
693,9.280474
694,4.163792
695,9.256800
696,4.508851
697,11.833404
698,4.529230
699,15.592597
700,33.186234
701,98.142361
702,5.241659
703,3.843361
704,4.060648
705,4.848372
706,4.385988
707,6.203129
708,4.631641
709,7.713414
710,14.684318
711,11.994203
712,10.911102
713,23.224296
714,9.115094
715,8.150412
716,8.072072
717,11.339505
718,6.975830
719,7.734009
720,43.789161
721,21.172923
722,10.966334
723,5.283620
724,4.678333
725,7.785030
726,5.510107
727,11.976533
728,26.877550
729,5.031701
730,7.732144
731,8.910439
732,15.924918
733,10.603384
734,13.529255
735,10.374152
736,7.517440
737,5.824431
738,8.061891
739,10.661219
740,8.597789
741,10.783356
742,7.695020
743,9.331419
744,5.647217
745,5.431153
746,12.060454
747,6.649910
748,13.335533
749,11.028998
750,18.285892
751,6.193282
752,8.544320
753,5.378624
754,6.195211
755,3.518492
756,11.097627
757,3.843503
758,9.661028
759,6.392095
760,7.545437
761,9.616816
762,7.039139
763,10.083702
764,23.940608
765,8.362690
766,10.414707
767,4.788065
768,11.927823
769,20.573734
770,5.086956
771,4.870132
772,12.451798
773,6.187853
774,12.898895
775,4.667984
776,34.222772
777,5.829896
778,5.346837
779,55.933770
780,20.151009
781,6.276083
782,6.129600
783,58.886681
784,27.775417
785,31.450791
786,4.993438
787,6.867490
788,18.232821
789,9.597921
790,5.115023
791,6.684160
792,8.666985
793,6.051147
794,6.619289
795,4.353347
796,7.107940
797,4.063704
798,9.483503
799,5.846979
800,3.346713
801,5.450112
802,5.806119
803,7.353222
804,7.221329
805,9.144953
806,8.593366
807,4.422155
808,8.518552
809,5.369224
810,9.332244
811,4.861659
812,10.474011
813,13.328183
814,3.323901
815,73.289340
816,7.892832
817,15.525493
818,13.092103
819,3.304418
820,7.351281
821,7.892341
822,6.406617
823,33.219116
824,5.160450
825,5.388092
826,4.124678
827,4.566875
828,6.906390
829,12.195151
830,5.238525
831,12.566368
832,5.091445
833,3.352155
834,10.662708
835,5.908855
836,5.059467
837,40.166673
838,26.491218
839,7.283151
840,6.074129
841,9.148444
842,5.640474
843,4.504807
844,47.050180
845,36.140733
846,12.201193
847,8.365039
848,18.289223
849,28.631335
850,6.824471
851,18.405240
852,6.147868
853,7.207153
854,6.865395
855,58.127580
856,5.443582
857,8.557782
858,15.785789
859,6.278815
860,5.606177
861,10.341104
862,12.382741
863,6.218154
864,5.920244
865,5.168533
866,9.586734
867,4.802281
868,36.458840
869,46.877302
870,12.603030
871,11.577709
872,7.401048
873,19.363092
874,4.225941
875,17.345573
876,23.161062
877,9.337783
878,16.052616
879,6.285814
880,3.505754
881,9.852913
882,7.273896
883,12.260290
884,9.000045
885,5.020690
886,10.033898
887,27.136325
888,5.423211
889,22.344497
890,5.183346
891,4.435321
892,14.904845
893,18.627794
894,11.664104
895,4.096112
896,19.530795
897,6.477869
898,6.726331
899,5.564725
900,251.549786
901,40.666083
902,9.206409
903,8.712713
904,4.889830
905,11.186499
906,10.892212
907,7.119116
908,9.894771
909,4.444272
910,5.780324
911,6.121147
912,14.415213
913,14.688802
914,5.178312
915,15.930659
916,12.511534
917,6.014625
918,5.890917
919,14.232898
920,8.198466
921,5.972556
922,4.884958
923,6.390252
924,3.255832
925,5.278461
926,3.630038
927,4.402474
928,5.759713
929,2.897021
930,19.841942
931,6.702820
932,3.964283
933,11.971374
934,2103.885936
935,20.503366
936,6.018242
937,22.470422
938,7.166990
939,6.259786
940,17.250187
941,26.018071
942,4.602252
943,35.020690
944,67.933971
945,5.292459
946,5.274465
947,32.503023
948,8.209822
949,14.076148
950,53.033915
951,4.211213
952,169.307155
953,39.270626
954,9.799109
955,8.392788
956,5.274354
957,7.466439
958,5.480350
959,4.993227
960,5.471201
961,13.905286
962,5.196017
963,6.048390
964,10.712171
965,4.136526
966,5.721751
967,5.615169
968,12.891666
969,5.217362
970,33.593734
971,4.884925
972,8.566807
973,9.188668
974,5.536470
975,9.129765
976,8.343980
977,5.094488
978,10.668768
979,5.981005
980,9.337709
981,3.351041
982,7.674408
983,5.361239
984,5.641788
985,7.543945
986,41.434909
987,14.873429
988,10.218925
989,21.194375
990,9.465002
991,6.355562
992,5.860962
993,10.871199
994,6.568833
995,12.641694
996,14.279517
997,8.074574
998,10.967947
999,7.438553
1000,3.614644
