path_idx,excess_kurt
1,11.182948
2,3.743225
3,5.723986
4,9.933726
5,5.412753
6,65.398928
7,29.704239
8,4.310773
9,17.842013
10,4.824832
11,6.905925
12,11.331548
13,24.811494
14,11.299952
15,9.324196
16,4.347419
17,4.605719
18,5.019908
19,9.813830
20,7.971369
21,5.555954
22,4.731786
23,7.250292
24,6.258427
25,4.034613
26,8.923986
27,3.480748
28,6.674586
29,4.458628
30,7.481039
31,3.674161
32,6.492982
33,4.357103
34,10.361636
35,30.473771
36,18.165830
37,6.713801
38,6.567706
39,6.320077
40,9.136303
41,3.991648
42,3.608651
43,6.049416
44,6.248571
45,12.073514
46,6.023824
47,6.249894
48,9.126338
49,6.994001
50,4.814484
51,3.866202
52,17.680166
53,9.135027
54,17.262546
55,5.879314
56,7.238503
57,7.203762
58,3.938715
59,4.010916
60,4.057360
61,11.561576
62,10.912319
63,7.535235
64,16.430298
65,7.083249
66,45.508596
67,13.627602
68,15.983467
69,6.279728
70,6.902707
71,5.044481
72,4.467774
73,5.163531
74,6.157496
75,6.648138
76,3.590402
77,6.492758
78,13.343197
79,9.813486
80,16.966707
81,7.862137
82,9.726042
83,18.004203
84,10.556121
85,6.903248
86,15.309945
87,8.700303
88,7.324804
89,6.562275
90,7.887166
91,4.029767
92,7.180354
93,9.251457
94,682.818608
95,7.232444
96,4.051960
97,21.579559
98,6.347734
99,6.959368
100,6.887434
101,3.331254
102,4.252991
103,5.857398
104,19.587879
105,7.637120
106,24.308188
107,4.044773
108,5.537502
109,3.790482
110,8.533376
111,5.419775
112,21.604002
113,5.672217
114,10.964587
115,21.348238
116,4.641137
117,9.503071
118,2.698856
119,17.458926
120,8.898510
121,6.039735
122,15.480365
123,6.057194
124,8.203499
125,9.816130
126,4.368187
127,5.943766
128,5.470898
129,5.195942
130,11.345344
131,7.421323
132,6.861055
133,3.954142
134,13.197840
135,12.782015
136,33.713560
137,15.448836
138,6.612685
139,12.130712
140,14.789368
141,5.701218
142,9.962078
143,4.593118
144,5.027672
145,10.318341
146,4.790208
147,4.286002
148,8.937236
149,5.651004
150,5.828489
151,6.233092
152,2.861636
153,17.255743
154,10.271034
155,9.115683
156,10.041280
157,8.646229
158,4.012704
159,3.739114
160,30.991620
161,4.627585
162,9.025347
163,6.613229
164,5.528463
165,8.727722
166,6.581624
167,21.129904
168,2.514290
169,23.891887
170,23.549949
171,9.428775
172,5.035660
173,7.534886
174,4.009140
175,11.351785
176,15.971747
177,12.387460
178,21.081931
179,130.964628
180,5.333725
181,3.948889
182,3.235681
183,6.989560
184,5.380517
185,3.369058
186,4.117366
187,7.394682
188,5.404471
189,7.094153
190,5.320425
191,5.213837
192,6.025775
193,3.718501
194,6.482697
195,5.576089
196,10.972840
197,6.500261
198,8.198855
199,5.485849
200,5.853486
201,4.351766
202,7.698649
203,5.472890
204,7.223465
205,4.891204
206,8.417308
207,4.351696
208,5.572855
209,6.542706
210,7.120475
211,37.210076
212,5.736214
213,23.082760
214,2.771079
215,7.069386
216,16.992339
217,5.090410
218,4.282882
219,6.607205
220,5.529412
221,4.704069
222,10.219339
223,10.011193
224,4.269621
225,5.979773
226,14.801450
227,6.545220
228,4.922189
229,5.052373
230,23.173136
231,11.410197
232,5.054090
233,7.447040
234,5.223500
235,4.347824
236,10.010448
237,5.750887
238,4.869384
239,2.854697
240,7.927480
241,19.683551
242,4.924882
243,5.350888
244,5.164054
245,3.123612
246,5.888933
247,5.117637
248,3.960524
249,5.702994
250,4.497964
251,4.817817
252,3.936680
253,8.075094
254,4.688056
255,8.187742
256,9.483815
257,9.585087
258,4.582875
259,51.795420
260,10.013298
261,13.756111
262,4.057078
263,3.955043
264,5.660884
265,7.761267
266,7.736800
267,4.218721
268,12.510312
269,17.371778
270,12.721216
271,9.892522
272,6.905080
273,7.477697
274,6.496095
275,3.892112
276,4.371667
277,9.578001
278,5.219354
279,9.643328
280,56.627969
281,6.535980
282,15.575839
283,9.145588
284,5.668269
285,6.222206
286,3.490193
287,6.771185
288,6.512820
289,10.303132
290,3.246460
291,3.894145
292,3.946777
293,4.359017
294,4.951588
295,3.367073
296,14.159946
297,7.543429
298,4.934101
299,4.939636
300,11.231342
301,16.221775
302,7.790116
303,6.394534
304,26.262337
305,25.163920
306,12.167798
307,20.848161
308,3.899921
309,6.295885
310,6.614036
311,7.130781
312,9.913568
313,8.424504
314,14.147726
315,5.163806
316,5.115542
317,14.040343
318,4.508084
319,10.190237
320,5.179996
321,79.519313
322,5.501210
323,8.748039
324,11.532438
325,6.987861
326,27.463681
327,7.944359
328,7.131218
329,16.440525
330,11.687502
331,7.383496
332,3.036393
333,3.123932
334,9.322146
335,6.293387
336,4.888146
337,6.456650
338,5.647483
339,2.803358
340,15.835593
341,17.743029
342,6.577911
343,3.758685
344,4.428810
345,6.828226
346,6.813480
347,9.787832
348,3.954161
349,4.559365
350,6.199292
351,6.211880
352,6.464025
353,17.370043
354,4.717226
355,9.545556
356,3.751225
357,4.107212
358,11.509726
359,5.205843
360,9.047940
361,6.216325
362,7.912616
363,13.950825
364,38.188243
365,7.977127
366,5.027833
367,4.128441
368,10.485782
369,11.996851
370,5.086718
371,4.150623
372,5.924770
373,6.134217
374,5.357349
375,6.172090
376,5.193002
377,12.450492
378,6.230175
379,15.755679
380,9.466336
381,54.190770
382,6.501067
383,6.872968
384,13.511943
385,8.221766
386,8.359097
387,6.167112
388,6.532428
389,2.963394
390,3.957325
391,6.064585
392,3.680152
393,4.845384
394,5.540861
395,5.326192
396,28.895224
397,3.862809
398,15.265459
399,10.306085
400,6.552463
401,7.880541
402,11.131932
403,4.029178
404,10.692533
405,5.410987
406,6.480375
407,5.590700
408,22.924540
409,7.149111
410,36.151138
411,4.037895
412,6.494047
413,4.779500
414,9.366694
415,5.986167
416,10.111055
417,9.270786
418,6.880719
419,5.050683
420,10.920138
421,3.862369
422,14.424109
423,8.153227
424,5.699566
425,6.622347
426,8.927362
427,5.934879
428,45.005700
429,3.090102
430,3.089029
431,7.667337
432,8.743754
433,6.508397
434,3.979776
435,7.774340
436,6.121391
437,4.162501
438,4.343919
439,7.624580
440,13.216162
441,4.257655
442,5.599928
443,7.041951
444,9.302446
445,3.950356
446,6.578112
447,8.028394
448,6.064769
449,6.401181
450,3.711963
451,9.119606
