date,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18
2024-03-15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6913,0.0562,0.0000,0.2402,0.0123
2024-03-18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,0.0000,0.0889,0.0298,0.0000,0.0000,0.1428,0.7043,0.0296
2024-03-19,0.0000,0.0000,0.0000,0.0000,0.2160,0.0000,0.0118,0.0000,0.2680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.4878,0.0160
2024-03-20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0646,0.2661,0.0000,0.0000,0.0994,0.5515,0.0184
2024-03-21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2944,0.0000,0.0000,0.2171,0.4710,0.0176
2024-03-22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0408,0.0000,0.5846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.3627,0.0115
2024-03-25,0.0000,0.0000,0.0026,0.0000,0.0000,0.0003,0.0000,0.7651,0.0000,0.0000,0.0049,0.0000,0.0000,0.0003,0.0067,0.0000,0.2137,0.0063
2024-03-26,0.3185,0.0000,0.0000,0.0000,0.0000,0.5658,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.1042,0.0028
2024-03-27,0.0000,0.0000,0.0000,0.0005,0.4967,0.0000,0.3882,0.0000,0.0662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0471,0.0012
2024-03-28,0.0000,0.0000,0.0000,0.0879,0.0000,0.0000,0.0007,0.0000,0.0000,0.6668,0.0000,0.1968,0.0066,0.0000,0.0000,0.0042,0.0345,0.0026
2024-04-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.3638,0.0000,0.6142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0003,0.0000,0.0205,0.0011
2024-04-02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0641,0.8892,0.0000,0.0443,0.0022
2024-04-03,0.0000,0.0000,0.0000,0.0002,0.1280,0.0000,0.3308,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.5359,0.0035
2024-04-04,0.0000,0.0000,0.5397,0.0000,0.0000,0.0000,0.0000,0.0330,0.0000,0.0000,0.0118,0.0000,0.0000,0.0079,0.0025,0.0000,0.3971,0.0081
2024-04-05,0.6382,0.0053,0.0000,0.0000,0.0000,0.0340,0.0000,0.0003,0.0099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3053,0.0068
2024-04-08,0.0000,0.0000,0.0000,0.0040,0.0254,0.0000,0.7813,0.0000,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.1733,0.0040
2024-04-09,0.0000,0.0000,0.0032,0.0000,0.0000,0.0379,0.0000,0.8037,0.0000,0.0000,0.0002,0.0000,0.0000,0.0013,0.0013,0.0000,0.1449,0.0076
2024-04-10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0198,0.0000,0.0000,0.0953,0.5736,0.0000,0.2969,0.0143
2024-04-11,0.0000,0.0000,0.0000,0.0728,0.0000,0.0000,0.0004,0.0000,0.0000,0.2956,0.0000,0.0878,0.0019,0.0000,0.0000,0.0079,0.5218,0.0118
2024-04-12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1309,0.0311,0.0000,0.8120,0.0261
2024-04-15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0921,0.0116,0.0000,0.8630,0.0332
2024-04-16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0528,0.0052,0.0000,0.9025,0.0395
2024-04-17,0.0000,0.0000,0.0473,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0061,0.0000,0.0000,0.0050,0.0002,0.0000,0.9073,0.0339
2024-04-18,0.0000,0.0000,0.0331,0.0000,0.0000,0.0000,0.0000,0.0496,0.0000,0.0000,0.0003,0.0000,0.0000,0.0012,0.0001,0.0000,0.8869,0.0287
2024-04-19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0354,0.0249,0.0000,0.9053,0.0344
2024-04-22,0.0000,0.0000,0.0000,0.1247,0.0000,0.0000,0.0004,0.0000,0.0000,0.0229,0.0000,0.0011,0.0000,0.0000,0.0000,0.0111,0.8140,0.0257
2024-04-23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,0.0000,0.3211,0.6481,0.0265
2024-04-24,0.0000,0.0000,0.0000,0.0000,0.5494,0.0000,0.1088,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.3295,0.0106
2024-04-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5446,0.0993,0.0000,0.3425,0.0135
2024-04-26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.4527,0.5189,0.0284
2024-04-29,0.0000,0.0000,0.0000,0.0345,0.0061,0.0000,0.7104,0.0000,0.0000,0.0120,0.0000,0.0000,0.0001,0.0000,0.0000,0.0013,0.2266,0.0090
2024-04-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.4100,0.0989,0.0000,0.4605,0.0304
2024-05-01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0123,0.0000,0.0000,0.2933,0.0202,0.0000,0.6413,0.0329
2024-05-02,0.0000,0.0000,0.0000,0.0000,0.4228,0.0000,0.0008,0.0000,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.5277,0.0198
2024-05-03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3130,0.6484,0.0386
2024-05-06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.6192,0.0000,0.0000,0.0564,0.3090,0.0153
2024-05-07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3243,0.0000,0.4771,0.0301,0.0000,0.0000,0.0197,0.1432,0.0056
2024-05-08,0.0023,0.0000,0.0000,0.0000,0.0000,0.9029,0.0000,0.0268,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0654,0.0021
2024-05-09,0.0000,0.0000,0.0000,0.2372,0.0000,0.0000,0.0033,0.0000,0.0000,0.6946,0.0000,0.0360,0.0004,0.0000,0.0000,0.0004,0.0273,0.0008
2024-05-10,0.0000,0.0000,0.0000,0.2068,0.0004,0.0000,0.5676,0.0000,0.0000,0.1971,0.0000,0.0004,0.0007,0.0000,0.0000,0.0053,0.0211,0.0006
2024-05-13,0.0039,0.6118,0.0000,0.0000,0.0011,0.0025,0.0000,0.0000,0.3747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0051,0.0009
2024-05-14,0.0000,0.0000,0.0000,0.0010,0.4507,0.0000,0.5303,0.0000,0.0146,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0026,0.0003
2024-05-15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3226,0.0000,0.0000,0.6204,0.0209,0.0361
2024-05-16,0.0000,0.0000,0.0000,0.2200,0.0009,0.0000,0.5976,0.0000,0.0000,0.1546,0.0000,0.0005,0.0008,0.0000,0.0000,0.0016,0.0137,0.0103
2024-05-17,0.0000,0.0000,0.0000,0.0000,0.0000,0.3579,0.0000,0.6230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0005,0.0000,0.0110,0.0067
2024-05-20,0.0000,0.0000,0.0000,0.0306,0.0869,0.0000,0.8668,0.0000,0.0012,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,0.0020
2024-05-21,0.0077,0.5135,0.0000,0.0000,0.0007,0.0045,0.0000,0.0000,0.4701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0016
2024-05-22,0.0011,0.0000,0.0000,0.0000,0.0000,0.9255,0.0000,0.0711,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0011,0.0004
2024-05-23,0.0000,0.0000,0.0370,0.0000,0.0000,0.0000,0.0000,0.5029,0.0000,0.0000,0.3706,0.0000,0.0000,0.0011,0.0820,0.0000,0.0055,0.0010
2024-05-24,0.0000,0.0000,0.0000,0.0000,0.9276,0.0000,0.0507,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0152,0.0002
2024-05-28,0.0000,0.6542,0.0000,0.0000,0.0063,0.0006,0.0008,0.0000,0.3182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0002,0.0188,0.0008
2024-05-29,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9258,0.0000,0.0000,0.0028,0.0504,0.0000,0.0200,0.0008
2024-05-30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0603,0.0000,0.0000,0.7468,0.1529,0.0000,0.0393,0.0008
2024-05-31,0.0006,0.8472,0.0000,0.0000,0.0012,0.0009,0.0000,0.0000,0.0304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.1158,0.0038
2024-06-03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8467,0.0000,0.0322,0.0286,0.0000,0.0000,0.0092,0.0808,0.0024
2024-06-04,0.0000,0.0534,0.0000,0.0000,0.1751,0.0000,0.0017,0.0000,0.7054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0622,0.0017
2024-06-05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3189,0.0000,0.0000,0.3186,0.3501,0.0124
2024-06-06,0.0000,0.0000,0.0000,0.1774,0.0009,0.0000,0.4223,0.0000,0.0000,0.1319,0.0000,0.0005,0.0005,0.0000,0.0000,0.0038,0.2548,0.0077
2024-06-07,0.0460,0.6104,0.0000,0.0000,0.0002,0.0105,0.0000,0.0000,0.2401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0894,0.0033
2024-06-10,0.0026,0.8352,0.0000,0.0000,0.0014,0.0013,0.0000,0.0000,0.1435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0156,0.0005
2024-06-11,0.0000,0.0420,0.0000,0.0000,0.2809,0.0000,0.0018,0.0000,0.6647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0103,0.0003
2024-06-12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0280,0.0000,0.0000,0.8317,0.1345,0.0058
2024-06-13,0.0001,0.8946,0.0000,0.0000,0.0099,0.0006,0.0000,0.0000,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0715,0.0024
2024-06-14,0.8158,0.0289,0.0000,0.0000,0.0000,0.1377,0.0000,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0145,0.0004
2024-06-17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.5527,0.4261,0.0000,0.0000,0.0027,0.0177,0.0005
2024-06-18,0.0000,0.0000,0.0000,0.2144,0.0000,0.0000,0.0074,0.0000,0.0000,0.7351,0.0000,0.0323,0.0006,0.0000,0.0000,0.0031,0.0069,0.0002
2024-06-20,0.8779,0.0290,0.0000,0.0000,0.0000,0.0809,0.0000,0.0001,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0001
2024-06-21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0724,0.0000,0.0000,0.9149,0.0108,0.0000,0.0018,0.0001
2024-06-24,0.2741,0.0323,0.0000,0.0000,0.0000,0.2010,0.0000,0.0005,0.0076,0.0000,0.0000,0.0000,0.0000,0.0001,0.0002,0.0002,0.4649,0.0192
2024-06-25,0.3192,0.0000,0.0000,0.0000,0.0000,0.4068,0.0000,0.0018,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.2594,0.0085
2024-06-26,0.0000,0.0000,0.0000,0.0000,0.3903,0.0000,0.0252,0.0000,0.4884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0934,0.0026
2024-06-27,0.0000,0.0000,0.0000,0.0000,0.6240,0.0000,0.1555,0.0000,0.1777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0415,0.0012
2024-06-28,0.0216,0.8073,0.0000,0.0000,0.0002,0.0111,0.0000,0.0000,0.1472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0120,0.0006
2024-07-01,0.0000,0.0000,0.0008,0.0000,0.0000,0.2913,0.0000,0.6857,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0047,0.0000,0.0166,0.0006
2024-07-02,0.0000,0.0000,0.0000,0.4249,0.0000,0.0000,0.0520,0.0000,0.0000,0.5117,0.0000,0.0023,0.0004,0.0000,0.0000,0.0001,0.0084,0.0002
2024-07-03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0396,0.0000,0.5063,0.3785,0.0000,0.0000,0.0657,0.0092,0.0007
2024-07-05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0913,0.0000,0.8282,0.0607,0.0000,0.0000,0.0146,0.0049,0.0003
2024-07-08,0.0000,0.0000,0.0000,0.0632,0.0021,0.0000,0.9294,0.0000,0.0003,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0012,0.0000
2024-07-09,0.0000,0.0000,0.0000,0.0000,0.4378,0.0000,0.1064,0.0000,0.4534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0018
2024-07-10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0293,0.0000,0.9187,0.0459,0.0000,0.0000,0.0050,0.0003,0.0008
2024-07-11,0.0000,0.0000,0.0032,0.0000,0.0000,0.1864,0.0000,0.7904,0.0000,0.0000,0.0008,0.0000,0.0000,0.0042,0.0126,0.0000,0.0012,0.0012
2024-07-12,0.0000,0.0000,0.0000,0.1721,0.0000,0.0000,0.0074,0.0000,0.0000,0.8126,0.0000,0.0042,0.0008,0.0000,0.0000,0.0000,0.0027,0.0002
2024-07-15,0.0000,0.0000,0.0000,0.0036,0.0637,0.0000,0.9268,0.0000,0.0007,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0011,0.0001
2024-07-16,0.0000,0.0000,0.0000,0.2767,0.0029,0.0000,0.7172,0.0000,0.0001,0.0009,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0004,0.0017
2024-07-17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7228,0.2499,0.0000,0.0028,0.0245
2024-07-18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5428,0.0882,0.0000,0.3393,0.0296
2024-07-19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.3991,0.0249,0.0000,0.5424,0.0332
2024-07-22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0559,0.0000,0.0562,0.0059,0.0000,0.0000,0.0677,0.7791,0.0352
2024-07-23,0.0000,0.0000,0.0000,0.0002,0.1278,0.0000,0.3004,0.0000,0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.5443,0.0188
2024-07-24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.8742,0.1235
2024-07-25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0008,0.0003,0.0000,0.9086,0.0884
2024-07-26,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0016,0.0001,0.0000,0.0000,0.0158,0.9224,0.0572
2024-07-29,0.0000,0.0000,0.0000,0.0001,0.0153,0.0000,0.0708,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.8736,0.0374
2024-07-30,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0350,0.0000,0.0000,0.0115,0.0020,0.0000,0.9158,0.0355
