idx,R_oos,var_05,var_01,breach_05,breach_01
278,2.29354,-2.27246,-3.54633,0,0
279,1.06320,-2.55990,-4.04854,0,0
280,0.06567,-2.40309,-3.77846,0,0
281,0.60130,-2.21837,-3.49655,0,0
282,-0.91330,-2.09527,-3.33719,0,0
283,-2.38975,-2.06299,-3.32832,1,0
284,-1.94634,-2.61135,-4.27818,0,0
285,-2.08494,-2.70061,-4.36096,0,0
286,0.63596,-2.82359,-4.50287,0,0
287,-2.21407,-2.54107,-3.99265,0,0
288,-0.89856,-2.78442,-4.38709,0,0
289,-0.13317,-2.59371,-4.04663,0,0
290,-4.17189,-2.39244,-3.73077,1,1
291,0.66294,-4.01034,-6.25095,0,0
292,-2.32260,-3.29165,-5.12314,0,0
293,-0.86944,-3.32007,-5.11074,0,0
294,-4.02195,-3.03426,-4.61445,1,0
295,-2.62878,-3.96290,-6.09226,0,0
296,0.82532,-3.89152,-5.90668,0,0
297,-2.68568,-3.49584,-5.23300,0,0
298,2.78516,-3.63331,-5.44014,0,0
299,2.89576,-3.70607,-5.53780,0,0
300,-2.07480,-3.79553,-5.66158,0,0
301,2.01039,-3.69930,-5.49488,0,0
302,0.15961,-3.57752,-5.30109,0,0
303,-1.89530,-3.28431,-4.85420,0,0
304,4.83714,-3.26610,-4.84543,0,0
305,0.85212,-4.35548,-6.57692,0,0
306,-1.92919,-3.84908,-5.72586,0,0
307,-1.07038,-3.70746,-5.49030,0,0
308,-4.42718,-3.46332,-5.11246,1,0
309,-1.06743,-4.31423,-6.46057,0,0
310,1.44736,-3.90849,-5.78308,0,0
311,0.81336,-3.65524,-5.38445,0,0
312,-8.06093,-3.38736,-4.98257,1,1
313,-13.47321,-6.74467,-10.08606,1,1
314,-6.84298,-11.36246,-16.88843,0,0
315,2.96202,-10.34498,-15.34195,0,0
316,7.21094,-9.05161,-13.18741,0,0
317,1.26772,-9.21450,-13.36479,0,0
318,2.37918,-8.31718,-11.94839,0,0
319,4.77754,-7.69091,-11.00044,0,0
320,-0.14899,-7.55520,-10.80399,0,0
321,-5.33544,-6.90155,-9.83963,0,0
322,-0.17739,-7.09143,-10.13603,0,0
323,-6.57160,-6.48031,-9.23824,1,0
324,5.36377,-7.14025,-10.23865,0,0
325,6.38822,-7.22857,-10.37369,0,0
326,2.27234,-7.59296,-10.92377,0,0
327,2.28066,-7.01571,-10.04601,0,0
328,0.63266,-6.53701,-9.33838,0,0
329,1.43130,-5.99432,-8.54645,0,0
330,-0.83584,-5.55787,-7.91893,0,0
331,4.10069,-5.13849,-7.31945,0,0
332,2.62307,-5.28831,-7.55882,0,0
333,-0.68400,-5.07927,-7.26471,0,0
334,-1.94119,-4.68946,-6.70261,0,0
335,0.04666,-4.48394,-6.41708,0,0
336,2.71133,-4.13389,-5.91698,0,0
337,-0.62960,-4.12097,-5.92136,0,0
338,6.57686,-3.82476,-5.49946,0,0
339,3.09533,-5.38411,-7.92084,0,0
340,0.20357,-5.14059,-7.50694,0,0
341,0.53022,-4.64802,-6.73714,0,0
342,1.61847,-4.26450,-6.16322,0,0
343,0.32452,-4.02880,-5.82409,0,0
344,-0.26209,-3.71842,-5.37567,0,0
345,-2.36541,-3.44715,-4.99134,0,0
346,-1.33175,-3.51691,-5.12657,0,0
347,-2.21043,-3.35448,-4.90093,0,0
348,4.20690,-3.39785,-4.99220,0,0
349,0.51868,-4.06747,-6.05431,0,0
350,-0.03435,-3.66101,-5.39894,0,0
351,-0.63016,-3.35484,-4.93412,0,0
352,0.75051,-3.12989,-4.61006,0,0
353,2.16050,-2.92892,-4.32968,0,0
354,0.75537,-2.99749,-4.46758,0,0
355,-0.72611,-2.79574,-4.17595,0,0
356,1.66130,-2.64330,-3.97034,0,0
357,0.38607,-2.64072,-4.00085,0,0
358,0.72585,-2.45433,-3.73707,0,0
359,0.30482,-2.32196,-3.56884,0,0
360,0.01652,-2.17535,-3.38278,0,0
361,-1.72414,-2.04206,-3.22390,0,0
362,1.68022,-2.25489,-3.62701,0,0
363,-1.38186,-2.31340,-3.72257,0,0
364,-0.18519,-2.32410,-3.73211,0,0
365,-1.33265,-2.13990,-3.43170,0,0
366,0.70196,-2.19455,-3.54958,0,0
367,3.66844,-2.06473,-3.34892,0,0
368,0.49327,-3.53336,-5.61371,0,0
369,1.38787,-2.83873,-4.56161,0,0
370,1.43852,-2.63934,-4.17442,0,0
371,1.26100,-2.54636,-3.99952,0,0
372,0.17551,-2.45166,-3.84483,0,0
373,0.68516,-2.26834,-3.56731,0,0
374,2.23778,-2.14925,-3.41282,0,0
375,-1.52139,-2.46363,-3.97186,0,0
376,-0.08695,-2.46940,-3.95088,0,0
377,0.90873,-2.25353,-3.58505,0,0
378,0.96085,-2.15585,-3.45058,0,0
379,-0.59452,-2.08368,-3.36494,0,0
380,0.04790,-1.99404,-3.25356,0,0
381,0.15217,-1.86884,-3.09296,0,0
382,-0.85598,-1.76187,-2.97451,0,0
383,1.85616,-1.77469,-3.05252,0,0
384,0.39344,-2.07601,-3.60374,0,0
385,0.86330,-1.87149,-3.20702,0,0
386,-0.65935,-1.81086,-3.11718,0,0
387,1.47573,-1.76339,-3.06263,0,0
388,1.19124,-1.89865,-3.32165,0,0
389,0.56029,-1.89135,-3.28541,0,0
390,0.17710,-1.77338,-3.08018,0,0
391,-0.29346,-1.66547,-2.93446,0,0
392,-0.51351,-1.59576,-2.87056,0,0
393,0.12172,-1.56384,-2.86694,0,0
394,-5.08792,-1.48084,-2.77252,1,1
395,2.72047,-4.50368,-6.92940,0,0
396,-0.02736,-4.00238,-6.31065,0,0
397,0.87906,-3.31068,-5.15041,0,0
398,0.43301,-2.99406,-4.58679,0,0
399,1.48019,-2.75073,-4.19674,0,0
400,0.26809,-2.68703,-4.11377,0,0
401,1.50658,-2.49012,-3.82328,0,0
402,1.41185,-2.47915,-3.83739,0,0
403,0.02597,-2.44107,-3.79829,0,0
404,-0.04350,-2.26297,-3.53794,0,0
405,-0.39413,-2.11673,-3.34606,0,0
406,-0.93318,-2.00946,-3.22399,0,0
407,-1.57542,-1.99635,-3.25203,0,0
408,-0.33267,-2.16753,-3.57170,0,0
409,3.19800,-2.00222,-3.29018,0,0
410,-0.02939,-3.13101,-5.09129,0,0
411,-0.14263,-2.55566,-4.15878,0,0
412,1.00184,-2.28543,-3.66726,0,0
413,0.59856,-2.18642,-3.51257,0,0
414,-1.05832,-2.05755,-3.32794,0,0
415,-2.48378,-2.06063,-3.36914,1,0
416,1.46160,-2.68962,-4.43974,0,0
417,1.66115,-2.50854,-4.06952,0,0
418,0.19162,-2.48411,-3.98560,0,0
419,0.49883,-2.26374,-3.60794,0,0
420,0.38829,-2.11916,-3.39813,0,0
421,1.23138,-1.99192,-3.23334,0,0
422,1.52475,-2.00627,-3.30200,0,0
423,0.49934,-2.09053,-3.46584,0,0
424,0.88371,-1.94407,-3.22514,0,0
425,0.00939,-1.88718,-3.16410,0,0
426,-0.46789,-1.76935,-3.00865,0,0
427,1.38203,-1.70822,-2.96021,0,0
428,0.01050,-1.82748,-3.20892,0,0
429,1.07349,-1.68984,-2.97356,0,0
430,-0.40335,-1.71719,-3.05538,0,0
431,-1.04257,-1.63724,-2.93636,0,0
432,-1.56270,-1.72250,-3.11546,0,0
433,1.15359,-2.00162,-3.59287,0,0
434,1.06709,-1.92494,-3.38554,0,0
435,0.34976,-1.87645,-3.26786,0,0
436,0.97570,-1.74639,-3.04794,0,0
437,0.73431,-1.74012,-3.07007,0,0
438,0.56712,-1.68247,-2.99435,0,0
439,0.33717,-1.61283,-2.91042,0,0
440,-0.59413,-1.53372,-2.82307,0,0
441,0.92481,-1.52624,-2.85912,0,0
442,-0.40221,-1.54593,-2.91977,0,0
443,-3.63451,-1.48947,-2.83489,1,1
444,0.28428,-3.74908,-5.84526,0,0
445,-0.43177,-2.77014,-4.65088,0,0
446,1.53964,-2.35796,-3.89729,0,0
447,-0.95231,-2.33693,-3.81699,0,0
448,-0.24474,-2.23818,-3.63045,0,0
449,3.18388,-2.08035,-3.38039,0,0
450,0.50130,-3.09167,-5.04150,0,0
451,-1.42944,-2.58808,-4.17747,0,0
452,1.07643,-2.53098,-4.03709,0,0
453,2.28198,-2.38953,-3.78666,0,0
454,2.54118,-2.63672,-4.19960,0,0
455,1.12471,-2.90389,-4.60281,0,0
456,0.14372,-2.67496,-4.17957,0,0
457,-1.55885,-2.45123,-3.81641,0,0
458,-0.15698,-2.50363,-3.92189,0,0
459,0.15333,-2.31414,-3.62816,0,0
460,-2.26480,-2.15778,-3.41263,1,0
461,0.43733,-2.57075,-4.13876,0,0
462,-2.10071,-2.31671,-3.68690,0,0
463,-2.14649,-2.59218,-4.15039,0,0
464,4.66222,-2.78504,-4.42963,0,0
465,0.96228,-4.38156,-6.78425,0,0
466,0.51692,-3.60174,-5.56889,0,0
467,-3.11860,-3.17774,-4.83112,0,0
468,-1.28075,-3.56998,-5.44205,0,0
469,-1.33563,-3.31302,-4.99344,0,0
470,-2.45081,-3.15180,-4.73309,0,0
471,0.49829,-3.30453,-4.97913,0,0
472,-0.67472,-3.02699,-4.53892,0,0
473,-1.31185,-2.83537,-4.25816,0,0
474,3.90291,-2.76687,-4.17690,0,0
475,1.41225,-3.63159,-5.58186,0,0
476,3.22259,-3.29728,-4.99783,0,0
477,0.83334,-3.60951,-5.47428,0,0
478,-0.63380,-3.27249,-4.90875,0,0
479,0.48359,-3.03326,-4.53815,0,0
480,0.57545,-2.81503,-4.21944,0,0
481,0.03373,-2.63240,-3.96614,0,0
482,0.90548,-2.45419,-3.72581,0,0
483,-0.94230,-2.34694,-3.60060,0,0
484,0.11329,-2.28446,-3.54385,0,0
485,0.62146,-2.13218,-3.34320,0,0
486,0.59754,-2.02694,-3.22609,0,0
487,-1.63694,-1.93024,-3.12414,0,0
488,-0.49101,-2.14744,-3.53889,0,0
489,-1.05614,-1.99902,-3.28579,0,0
490,-1.72203,-2.00436,-3.31917,0,0
491,1.50043,-2.23310,-3.72124,0,0
492,0.85029,-2.22754,-3.67470,0,0
493,1.61571,-2.09150,-3.42999,0,0
494,0.94067,-2.18225,-3.59383,0,0
495,1.02950,-2.07705,-3.41129,0,0
496,0.18402,-2.02053,-3.33443,0,0
497,-0.98535,-1.88456,-3.13854,0,0
498,-0.06345,-1.90337,-3.21274,0,0
499,-1.29645,-1.77879,-3.03230,0,0
500,-0.30466,-1.91524,-3.30811,0,0
501,1.76989,-1.78335,-3.07789,0,0
502,1.03939,-2.03800,-3.54691,0,0
503,0.26576,-1.94547,-3.33939,0,0
504,-0.81251,-1.79961,-3.09086,0,0
505,1.57632,-1.78947,-3.10688,0,0
506,0.32457,-1.95541,-3.41301,0,0
507,-0.43026,-1.79229,-3.10783,0,0
508,-1.73019,-1.71270,-3.00159,1,0
509,1.78197,-2.08473,-3.68576,0,0
510,-0.42560,-2.21810,-3.83587,0,0
511,-4.66770,-1.99728,-3.39088,1,1
512,1.48075,-4.44083,-6.82526,0,0
513,2.10052,-3.56951,-5.65758,0,0
514,-0.01397,-3.32732,-5.18875,0,0
515,1.34979,-2.95138,-4.52633,0,0
516,0.97106,-2.81286,-4.29974,0,0
517,0.04831,-2.65026,-4.05350,0,0
518,-1.79154,-2.45945,-3.77789,0,0
519,0.17867,-2.58102,-4.00505,0,0
520,1.44358,-2.37708,-3.69053,0,0
521,-2.27726,-2.36821,-3.70655,0,0
522,-0.93121,-2.69792,-4.26636,0,0
523,-2.74086,-2.51927,-3.94707,1,0
524,3.38510,-3.01647,-4.76131,0,0
525,2.10708,-3.54719,-5.55000,0,0
526,-0.13868,-3.35364,-5.16529,0,0
527,-0.37746,-3.00632,-4.56963,0,0
528,-2.69026,-2.77615,-4.21066,0,0
529,-0.91516,-3.12672,-4.78954,0,0
530,-0.56831,-2.90141,-4.41093,0,0
531,1.96818,-2.70090,-4.10423,0,0
532,-1.08540,-2.76179,-4.22268,0,0
533,1.42183,-2.64587,-4.04892,0,0
534,-1.87340,-2.58250,-3.96738,0,0
535,1.45328,-2.69415,-4.16431,0,0
536,2.21141,-2.61350,-4.03595,0,0
537,-1.55926,-2.76313,-4.28581,0,0
538,-1.26693,-2.73046,-4.22211,0,0
539,0.30271,-2.64463,-4.08268,0,0
540,-3.31813,-2.44281,-3.77483,1,0
541,3.29745,-3.30706,-5.20420,0,0
542,-2.03228,-3.65787,-5.68962,0,0
543,-2.48746,-3.47137,-5.32017,0,0
544,-0.99215,-3.52445,-5.35717,0,0
545,3.15470,-3.24683,-4.88548,0,0
546,-1.22781,-3.55191,-5.36537,0,0
547,-2.80325,-3.31559,-4.96864,0,0
548,-1.41210,-3.54085,-5.32227,0,0
549,1.79824,-3.34764,-5.00278,0,0
550,0.88095,-3.24330,-4.84257,0,0
551,-2.51555,-3.02296,-4.51078,0,0
552,-2.53387,-3.23124,-4.85744,0,0
553,-3.41356,-3.38368,-5.09453,1,0
554,3.29894,-3.82299,-5.77660,0,0
555,-1.57035,-3.99566,-6.00681,0,0
556,1.28741,-3.73087,-5.55229,0,0
557,-3.27668,-3.47991,-5.15461,0,0
558,-4.58505,-3.82667,-5.70431,1,0
559,-1.20072,-4.63123,-6.95267,0,0
560,4.69516,-4.17128,-6.17332,0,0
561,3.76693,-4.78926,-7.12242,0,0
562,-1.16915,-4.86617,-7.19376,0,0
563,1.98441,-4.44655,-6.50940,0,0
564,-0.83499,-4.21815,-6.15578,0,0
565,7.22271,-3.91054,-5.69382,0,0
566,1.24888,-5.97520,-8.91762,0,0
567,0.62289,-5.20325,-7.64408,0,0
568,1.06014,-4.68807,-6.82106,0,0
569,3.57161,-4.32220,-6.26507,0,0
570,2.01994,-4.48871,-6.53191,0,0
571,1.02540,-4.26359,-6.19240,0,0
572,3.20426,-3.95384,-5.73330,0,0
573,-0.61282,-4.09455,-5.96676,0,0
