idx,R_oos,var_05,var_01,breach_05,breach_01
190,1.62480,-1.98002,-3.18499,0,0
191,-0.77756,-2.17166,-3.45364,0,0
192,1.07499,-2.08807,-3.36609,0,0
193,1.81208,-2.05164,-3.32012,0,0
194,0.05933,-2.21829,-3.58582,0,0
195,1.27773,-2.03760,-3.32870,0,0
196,1.83754,-2.06094,-3.34740,0,0
197,-0.72521,-2.22220,-3.60470,0,0
198,-0.13130,-2.10466,-3.42541,0,0
199,0.95286,-1.94726,-3.18584,0,0
200,0.37355,-1.91638,-3.12099,0,0
201,-0.53883,-1.78661,-2.92902,0,0
202,-0.11682,-1.74503,-2.85482,0,0
203,-1.81128,-1.62697,-2.68164,1,0
204,0.18984,-2.04191,-3.38821,0,0
205,0.72646,-1.86853,-3.11241,0,0
206,0.28506,-1.78108,-2.95897,0,0
207,-0.01522,-1.64950,-2.74124,0,0
208,-0.12922,-1.53346,-2.54898,0,0
209,-4.12569,-1.44916,-2.40993,1,1
210,0.36137,-4.29807,-6.64787,0,0
211,-0.89309,-3.46270,-5.63927,0,0
212,1.88252,-2.94662,-4.91447,0,0
213,6.05526,-2.80700,-4.63028,0,0
214,2.58239,-5.47295,-8.34160,0,0
215,1.27778,-4.69179,-7.25155,0,0
216,0.42258,-4.07600,-6.23894,0,0
217,-0.61125,-3.66864,-5.57861,0,0
218,0.07273,-3.37148,-5.12390,0,0
219,-1.10968,-3.11852,-4.76322,0,0
220,-3.11379,-2.98772,-4.56390,1,0
221,0.09993,-3.42155,-5.16663,0,0
222,0.42880,-3.15394,-4.80309,0,0
223,-0.13059,-2.93155,-4.50287,0,0
224,1.68812,-2.72982,-4.23069,0,0
225,1.10091,-2.78378,-4.25625,0,0
226,1.18682,-2.66724,-4.10862,0,0
227,0.88791,-2.59202,-4.00438,0,0
228,-0.34694,-2.47397,-3.85361,0,0
229,1.13300,-2.31991,-3.65562,0,0
230,0.68524,-2.32894,-3.63960,0,0
231,0.05650,-2.20733,-3.49083,0,0
232,1.19648,-2.03323,-3.26328,0,0
233,0.36282,-2.15938,-3.39031,0,0
234,0.18617,-1.99783,-3.20797,0,0
235,-0.84427,-1.82900,-2.97575,0,0
236,-0.79084,-1.95646,-3.11527,0,0
237,1.39448,-1.95405,-3.14922,0,0
238,-0.61733,-2.03805,-3.30849,0,0
239,-0.50075,-1.93861,-3.18203,0,0
240,0.94515,-1.83783,-3.02868,0,0
241,-0.97183,-1.83299,-3.01495,0,0
242,-3.77619,-1.87986,-3.10078,1,1
243,-3.04467,-3.93238,-6.25992,0,0
244,0.27663,-4.03671,-6.43177,0,0
245,1.65103,-3.37677,-5.44834,0,0
246,2.73181,-3.06859,-4.90875,0,0
247,0.78750,-3.20864,-5.05447,0,0
248,-2.71887,-2.92633,-4.57993,0,0
249,-2.46250,-3.18384,-4.92439,0,0
250,-0.92034,-3.23935,-4.95472,0,0
251,1.52336,-3.03235,-4.63982,0,0
252,2.49144,-2.91820,-4.45671,0,0
253,-2.23102,-3.04513,-4.60396,0,0
254,-1.07779,-3.09916,-4.66499,0,0
255,-2.74795,-2.95773,-4.48895,0,0
256,-1.23522,-3.20437,-4.81281,0,0
257,1.19308,-3.05977,-4.62666,0,0
258,4.09394,-2.92163,-4.44775,0,0
259,0.44551,-3.64418,-5.51929,0,0
260,2.14563,-3.35736,-5.09720,0,0
261,1.64739,-3.28851,-4.95968,0,0
262,2.09759,-3.16362,-4.77524,0,0
263,0.64265,-3.15304,-4.74014,0,0
264,0.20110,-2.96872,-4.51984,0,0
265,-4.10545,-2.78463,-4.28810,1,0
266,1.69831,-3.71413,-5.65739,0,0
267,-0.26986,-3.46951,-5.25475,0,0
268,0.82603,-3.21660,-4.89712,0,0
269,0.19475,-3.01762,-4.61540,0,0
270,-3.23490,-2.81687,-4.34551,1,0
271,1.59751,-3.37367,-5.10502,0,0
272,0.73670,-3.19452,-4.84371,0,0
273,1.23366,-2.98660,-4.56696,0,0
274,-1.01182,-2.86317,-4.38633,0,0
275,0.56064,-2.76074,-4.23927,0,0
276,0.13371,-2.59509,-4.02889,0,0
277,-1.08861,-2.41990,-3.80020,0,0
278,2.29354,-2.46444,-3.81470,0,0
279,1.06320,-2.69885,-4.12369,0,0
280,0.06567,-2.56715,-3.97758,0,0
281,0.60130,-2.38373,-3.75366,0,0
282,-0.91330,-2.24469,-3.56026,0,0
283,-2.38975,-2.24478,-3.53394,1,0
284,-1.94634,-2.62461,-4.09775,0,0
285,-2.08494,-2.68416,-4.17957,0,0
286,0.63596,-2.76952,-4.28314,0,0
287,-2.21407,-2.58992,-4.04549,0,0
288,-0.89856,-2.77472,-4.27895,0,0
289,-0.13317,-2.63100,-4.08344,0,0
290,-4.17189,-2.45819,-3.85990,1,1
291,0.66294,-3.76673,-5.96714,0,0
292,-2.32260,-3.32589,-5.20668,0,0
293,-0.86944,-3.30548,-5.09777,0,0
294,-4.02195,-3.06540,-4.71382,1,0
295,-2.62878,-3.85790,-5.93281,0,0
296,0.82532,-3.76778,-5.71098,0,0
297,-2.68568,-3.47791,-5.26257,0,0
298,2.78516,-3.56512,-5.34344,0,0
299,2.89576,-3.59583,-5.35851,0,0
300,-2.07480,-3.65119,-5.41630,0,0
301,2.01039,-3.57227,-5.30167,0,0
302,0.15961,-3.47981,-5.17693,0,0
303,-1.89530,-3.27306,-4.93450,0,0
304,4.83714,-3.28083,-4.91486,0,0
305,0.85212,-4.12045,-6.13956,0,0
306,-1.92919,-3.81384,-5.69878,0,0
307,-1.07038,-3.67570,-5.47867,0,0
308,-4.42718,-3.47667,-5.21126,1,0
309,-1.06743,-4.19178,-6.22196,0,0
310,1.44736,-3.89781,-5.80158,0,0
311,0.81336,-3.67556,-5.48801,0,0
312,-8.06093,-3.45216,-5.19142,1,1
313,-13.47321,-6.23293,-9.47113,1,1
314,-6.84298,-11.23486,-16.83350,0,0
315,2.96202,-10.00500,-14.88876,0,0
316,7.21094,-8.65097,-12.61406,0,0
317,1.26772,-8.73480,-12.67967,0,0
318,2.37918,-7.90081,-11.46584,0,0
319,4.77754,-7.32203,-10.69298,0,0
320,-0.14899,-7.31907,-10.68840,0,0
321,-5.33544,-6.64530,-9.83620,0,0
322,-0.17739,-7.06902,-10.32181,0,0
323,-6.57160,-6.40125,-9.48486,1,0
324,5.36377,-7.23047,-10.50034,0,0
325,6.38822,-7.25937,-10.56328,0,0
326,2.27234,-7.54452,-10.95581,0,0
327,2.28066,-7.01742,-10.28786,0,0
328,0.63266,-6.59056,-9.74770,0,0
329,1.43130,-6.03466,-9.03931,0,0
330,-0.83584,-5.67074,-8.55656,0,0
331,4.10069,-5.29604,-8.05321,0,0
332,2.62307,-5.76367,-8.47015,0,0
333,-0.68400,-5.53279,-8.17795,0,0
334,-1.94119,-5.07259,-7.60193,0,0
335,0.04666,-4.95024,-7.39517,0,0
336,2.71133,-4.54979,-6.88095,0,0
337,-0.62960,-4.73037,-6.99024,0,0
338,6.57686,-4.36444,-6.53362,0,0
339,3.09533,-5.54495,-8.08372,0,0
340,0.20357,-5.32045,-7.79133,0,0
341,0.53022,-4.91333,-7.26547,0,0
342,1.61847,-4.55842,-6.79016,0,0
343,0.32452,-4.36687,-6.51550,0,0
344,-0.26209,-4.07033,-6.12068,0,0
345,-2.36541,-3.82633,-5.78785,0,0
346,-1.33175,-4.05998,-5.98240,0,0
347,-2.21043,-3.86395,-5.73750,0,0
348,4.20690,-3.90100,-5.75733,0,0
349,0.51868,-4.31218,-6.32915,0,0
350,-0.03435,-3.99017,-5.92690,0,0
351,-0.63016,-3.70908,-5.56068,0,0
352,0.75051,-3.49379,-5.26924,0,0
353,2.16050,-3.30086,-5.00832,0,0
354,0.75537,-3.44458,-5.12295,0,0
355,-0.72611,-3.22118,-4.85764,0,0
356,1.66130,-3.05562,-4.64478,0,0
357,0.38607,-3.09029,-4.64630,0,0
358,0.72585,-2.86865,-4.39014,0,0
359,0.30482,-2.71168,-4.18701,0,0
360,0.01652,-2.51346,-3.93677,0,0
361,-1.72414,-2.32825,-3.69234,0,0
362,1.68022,-2.66814,-4.02536,0,0
363,-1.38186,-2.66280,-4.05273,0,0
364,-0.18519,-2.63486,-4.03719,0,0
365,-1.33265,-2.45318,-3.83453,0,0
366,0.70196,-2.50096,-3.87459,0,0
367,3.66844,-2.35367,-3.70054,0,0
368,0.49327,-3.23129,-5.12238,0,0
369,1.38787,-2.91257,-4.58965,0,0
370,1.43852,-2.76010,-4.31576,0,0
371,1.26100,-2.66716,-4.14925,0,0
372,0.17551,-2.57301,-4.00333,0,0
373,0.68516,-2.39744,-3.77541,0,0
374,2.23778,-2.27413,-3.59802,0,0
375,-1.52139,-2.56872,-3.97625,0,0
376,-0.08695,-2.55365,-3.96557,0,0
377,0.90873,-2.37679,-3.75042,0,0
378,0.96085,-2.27649,-3.60470,0,0
379,-0.59452,-2.20675,-3.49979,0,0
380,0.04790,-2.11458,-3.37229,0,0
381,0.15217,-1.96033,-3.16257,0,0
382,-0.85598,-1.82123,-2.95944,0,0
383,1.85616,-1.93691,-3.08199,0,0
384,0.39344,-2.15855,-3.44982,0,0
385,0.86330,-2.00124,-3.25489,0,0
386,-0.65935,-1.93465,-3.15371,0,0
387,1.47573,-1.88086,-3.07102,0,0
388,1.19124,-2.01578,-3.28350,0,0
389,0.56029,-1.99764,-3.27435,0,0
390,0.17710,-1.86584,-3.07674,0,0
391,-0.29346,-1.71959,-2.84367,0,0
392,-0.51351,-1.63009,-2.69108,0,0
393,0.12172,-1.62089,-2.66457,0,0
394,-5.08792,-1.49806,-2.48890,1,1
395,2.72047,-4.83170,-7.40967,0,0
396,-0.02736,-4.27570,-6.75545,0,0
397,0.87906,-3.59855,-5.72033,0,0
398,0.43301,-3.18069,-5.03159,0,0
399,1.48019,-2.87437,-4.53491,0,0
400,0.26809,-2.75173,-4.30622,0,0
401,1.50658,-2.54040,-3.99952,0,0
402,1.41185,-2.53384,-3.95317,0,0
403,0.02597,-2.49562,-3.88870,0,0
404,-0.04350,-2.31946,-3.66650,0,0
405,-0.39413,-2.15683,-3.44296,0,0
406,-0.93318,-2.04852,-3.27930,0,0
407,-1.57542,-2.10900,-3.33300,0,0
408,-0.33267,-2.27466,-3.57742,0,0
409,3.19800,-2.12317,-3.40424,0,0
410,-0.02939,-2.90239,-4.75140,0,0
411,-0.14263,-2.58942,-4.20074,0,0
412,1.00184,-2.36154,-3.81851,0,0
413,0.59856,-2.25406,-3.61872,0,0
414,-1.05832,-2.11387,-3.40214,0,0
415,-2.48378,-2.14095,-3.41425,1,0
416,1.46160,-2.59464,-4.15897,0,0
417,1.66115,-2.49262,-3.96919,0,0
418,0.19162,-2.47321,-3.90568,0,0
419,0.49883,-2.29530,-3.65963,0,0
420,0.38829,-2.15018,-3.44715,0,0
421,1.23138,-2.01361,-3.24516,0,0
422,1.52475,-2.07858,-3.30925,0,0
423,0.49934,-2.16959,-3.44944,0,0
424,0.88371,-2.02668,-3.27396,0,0
425,0.00939,-1.96838,-3.18623,0,0
426,-0.46789,-1.81873,-2.97222,0,0
427,1.38203,-1.76055,-2.87189,0,0
428,0.01050,-1.93906,-3.13587,0,0
429,1.07349,-1.78673,-2.94361,0,0
430,-0.40335,-1.83368,-3.01819,0,0
431,-1.04257,-1.72899,-2.86884,0,0
432,-1.56270,-1.83330,-3.04508,0,0
433,1.15359,-2.02789,-3.43018,0,0
434,1.06709,-1.97034,-3.31249,0,0
435,0.34976,-1.91846,-3.20301,0,0
436,0.97570,-1.77164,-2.95067,0,0
437,0.73431,-1.77236,-2.93522,0,0
438,0.56712,-1.70960,-2.83661,0,0
439,0.33717,-1.62678,-2.70386,0,0
440,-0.59413,-1.52197,-2.53506,0,0
441,0.92481,-1.55773,-2.58026,0,0
442,-0.40221,-1.61142,-2.69451,0,0
443,-3.63451,-1.53849,-2.59571,1,1
444,0.28428,-4.02508,-6.28986,0,0
445,-0.43177,-3.21450,-5.35126,0,0
446,1.53964,-2.66972,-4.59404,0,0
447,-0.95231,-2.50354,-4.25682,0,0
448,-0.24474,-2.31583,-3.86600,0,0
449,3.18388,-2.10745,-3.48148,0,0
450,0.50130,-3.00589,-5.00202,0,0
451,-1.42944,-2.63572,-4.34151,0,0
452,1.07643,-2.54531,-4.11377,0,0
453,2.28198,-2.39570,-3.84045,0,0
454,2.54118,-2.60124,-4.11682,0,0
455,1.12471,-2.79741,-4.39415,0,0
456,0.14372,-2.63071,-4.12292,0,0
457,-1.55885,-2.44460,-3.86181,0,0
458,-0.15698,-2.49574,-3.89633,0,0
459,0.15333,-2.32897,-3.68280,0,0
460,-2.26480,-2.16985,-3.46451,1,0
461,0.43733,-2.56138,-4.01745,0,0
462,-2.10071,-2.37303,-3.76835,0,0
463,-2.14649,-2.59326,-4.07677,0,0
464,4.66222,-2.72074,-4.25148,0,0
465,0.96228,-4.12717,-6.55212,0,0
466,0.51692,-3.59616,-5.62363,0,0
467,-3.11860,-3.24650,-5.03578,0,0
468,-1.28075,-3.56641,-5.47409,0,0
469,-1.33563,-3.31264,-5.05028,0,0
470,-2.45081,-3.14255,-4.77810,0,0
471,0.49829,-3.25580,-4.90341,0,0
472,-0.67472,-3.04193,-4.63123,0,0
473,-1.31185,-2.87373,-4.40464,0,0
474,3.90291,-2.82426,-4.31519,0,0
475,1.41225,-3.51324,-5.33714,0,0
476,3.22259,-3.28517,-4.98581,0,0
477,0.83334,-3.52159,-5.29976,0,0
478,-0.63380,-3.28240,-4.96826,0,0
479,0.48359,-3.08104,-4.69227,0,0
480,0.57545,-2.88882,-4.43573,0,0
481,0.03373,-2.72079,-4.20742,0,0
482,0.90548,-2.54440,-3.97243,0,0
483,-0.94230,-2.47133,-3.85036,0,0
484,0.11329,-2.46053,-3.81165,0,0
485,0.62146,-2.27773,-3.59421,0,0
486,0.59754,-2.16999,-3.44048,0,0
487,-1.63694,-2.07286,-3.30086,0,0
488,-0.49101,-2.35276,-3.63598,0,0
489,-1.05614,-2.21677,-3.50609,0,0
490,-1.72203,-2.22359,-3.51906,0,0
491,1.50043,-2.37265,-3.74641,0,0
492,0.85029,-2.34957,-3.72276,0,0
493,1.61571,-2.22378,-3.55358,0,0
494,0.94067,-2.29459,-3.63941,0,0
495,1.02950,-2.19123,-3.50256,0,0
496,0.18402,-2.12951,-3.41110,0,0
497,-0.98535,-1.97368,-3.19614,0,0
498,-0.06345,-2.02272,-3.24574,0,0
499,-1.29645,-1.87306,-3.04852,0,0
500,-0.30466,-2.04301,-3.28960,0,0
501,1.76989,-1.90401,-3.11356,0,0
502,1.03939,-2.11635,-3.45840,0,0
503,0.26576,-2.03519,-3.33862,0,0
504,-0.81251,-1.87447,-3.08990,0,0
505,1.57632,-1.86880,-3.06387,0,0
506,0.32457,-2.02222,-3.31745,0,0
507,-0.43026,-1.86470,-3.08399,0,0
508,-1.73019,-1.76466,-2.91805,0,0
509,1.78197,-2.08266,-3.46832,0,0
510,-0.42560,-2.18821,-3.64475,0,0
511,-4.66770,-2.02181,-3.34930,1,1
512,1.48075,-4.64249,-7.16667,0,0
513,2.10052,-3.85842,-6.14090,0,0
514,-0.01397,-3.47900,-5.53703,0,0
515,1.34979,-3.08681,-4.87919,0,0
516,0.97106,-2.87619,-4.50706,0,0
517,0.04831,-2.68807,-4.20609,0,0
518,-1.79154,-2.49043,-3.92284,0,0
519,0.17867,-2.63085,-4.07410,0,0
520,1.44358,-2.44114,-3.83663,0,0
521,-2.27726,-2.44193,-3.81527,0,0
522,-0.93121,-2.70114,-4.18644,0,0
523,-2.74086,-2.56133,-3.99857,1,0
524,3.38510,-2.93961,-4.56467,0,0
525,2.10708,-3.34144,-5.18341,0,0
526,-0.13868,-3.21517,-4.91695,0,0
527,-0.37746,-2.98693,-4.59213,0,0
528,-2.69026,-2.79360,-4.31957,0,0
529,-0.91516,-3.11174,-4.73690,0,0
530,-0.56831,-2.92640,-4.48093,0,0
531,1.96818,-2.75042,-4.24595,0,0
532,-1.08540,-2.81024,-4.29268,0,0
533,1.42183,-2.70452,-4.15611,0,0
534,-1.87340,-2.64964,-4.07639,0,0
535,1.45328,-2.74544,-4.18930,0,0
536,2.21141,-2.67196,-4.10175,0,0
537,-1.55926,-2.78349,-4.24242,0,0
538,-1.26693,-2.74799,-4.19817,0,0
539,0.30271,-2.67737,-4.10881,0,0
540,-3.31813,-2.51074,-3.91331,1,0
541,3.29745,-3.19052,-4.93908,0,0
542,-2.03228,-3.46236,-5.32799,0,0
543,-2.48746,-3.34058,-5.07526,0,0
544,-0.99215,-3.37591,-5.07812,0,0
545,3.15470,-3.18770,-4.81834,0,0
546,-1.22781,-3.43761,-5.14431,0,0
547,-2.80325,-3.26300,-4.90799,0,0
548,-1.41210,-3.44076,-5.13172,0,0
549,1.79824,-3.29266,-4.93641,0,0
550,0.88095,-3.20642,-4.81339,0,0
551,-2.51555,-3.03874,-4.60949,0,0
552,-2.53387,-3.24283,-4.84943,0,0
553,-3.41356,-3.33781,-4.97589,1,0
554,3.29894,-3.65214,-5.42221,0,0
555,-1.57035,-3.77975,-5.59158,0,0
556,1.28741,-3.61185,-5.36880,0,0
557,-3.27668,-3.43204,-5.13821,0,0
558,-4.58505,-3.73840,-5.53360,1,0
559,-1.20072,-4.33869,-6.41727,0,0
560,4.69516,-4.05560,-6.01273,0,0
561,3.76693,-4.56495,-6.73656,0,0
562,-1.16915,-4.61569,-6.77891,0,0
563,1.98441,-4.32172,-6.37684,0,0
564,-0.83499,-4.12736,-6.10313,0,0
565,7.22271,-3.88498,-5.78747,0,0
566,1.24888,-5.50852,-8.15201,0,0
567,0.62289,-5.04193,-7.42149,0,0
568,1.06014,-4.64940,-6.85768,0,0
569,3.57161,-4.32968,-6.41098,0,0
570,2.01994,-4.53272,-6.65779,0,0
571,1.02540,-4.31004,-6.36234,0,0
572,3.20426,-4.03581,-6.00548,0,0
573,-0.61282,-4.21686,-6.20728,0,0
